machine_id,start_time
m_2487,99680
m_3991,99680
m_2587,99680
m_1205,99680
m_3971,99680
m_3407,99680
m_503,99680
m_373,99680
m_2199,99680
m_635,99680
m_3004,99680
m_2520,99680
m_708,99680
m_3596,99680
m_439,99680
m_277,99680
m_2742,99680
m_3081,99680
m_3998,99680
m_2017,99680
m_2472,99680
m_3718,99680
m_3739,99680
m_2426,99680
m_38,99680
m_210,99680
m_903,99680
m_1024,99680
m_2029,99680
m_2148,99680
m_231,99680
m_222,99680
m_2239,99680
m_402,99680
m_140,99680
m_1458,99680
m_1884,99680
m_1593,99680
m_3794,99680
m_1324,99680
m_2275,99680
m_1575,99680
m_508,99680
m_3538,99680
m_2213,99680
m_757,99680
m_391,99680
m_944,99680
m_1473,99680
m_2965,99680
m_1785,99680
m_638,99680
m_3312,99680
m_1404,99680
m_2903,99680
m_3706,99680
m_679,99680
m_3264,99680
m_1929,99680
m_2543,99680
m_3023,99680
m_546,99680
m_1367,99680
m_1905,99680
m_46,99680
m_3101,99680
m_383,99680
m_3739,99680
m_58,99680
m_828,99680
m_3406,99680
m_1638,99680
m_751,99680
m_347,99680
m_1095,99680
m_881,99680
m_205,99680
m_3580,99680
m_4005,99680
m_1422,99680
m_1038,99680
m_984,99680
m_3740,99680
m_810,99680
m_3947,99680
m_820,99680
m_2341,99680
m_3750,99680
m_3707,99680
m_33,99680
m_3630,99680
m_1727,99680
m_2477,99680
m_1922,99680
m_1441,99680
m_1157,99680
m_3967,99680
m_28,99680
m_3229,99680
m_478,99680
m_1559,99680
m_2854,99680
m_1019,99680
m_786,99680
m_2494,99680
m_154,99680
m_3366,99680
m_515,99680
m_2680,99680
m_147,99680
m_1664,99680
m_945,99680
m_235,99680
m_3481,99680
m_2662,99680
m_1453,99680
m_736,99680
m_421,99680
m_3928,99680
m_1714,99680
m_196,99680
m_2301,99680
m_1857,99680
m_2535,99680
m_1249,99680
m_182,99680
m_2240,99680
m_959,99680
m_730,99680
m_1327,99680
m_3301,99680
m_3694,99680
m_3224,99680
m_150,99680
m_3725,99680
m_1992,99680
m_2148,99680
m_3819,99680
m_2916,99680
m_2463,99680
m_1680,99680
m_2626,99680
m_3406,99680
m_132,99680
m_3456,99680
m_3538,99680
m_3574,99680
m_2329,99680
m_2938,99680
m_3375,99680
m_454,99680
m_3900,99680
m_1648,99680
m_5,99680
m_3706,99680
m_657,99680
m_935,99680
m_1425,99680
m_291,99680
m_2208,99680
m_1318,99680
m_2860,99680
m_1164,99680
m_1192,99680
m_651,99680
m_2830,99680
m_3298,99680
m_2736,99680
m_223,99680
m_1596,99680
m_1084,99680
m_1996,99680
m_343,99680
m_887,99680
m_1906,99680
m_349,99680
m_2658,99680
m_1102,99680
m_736,99680
m_1201,99680
m_2115,99680
m_397,99680
m_2698,99680
m_3411,99680
m_587,99680
m_3052,99680
m_3386,99680
m_2162,99680
m_2520,99680
m_1009,99680
m_3205,99680
m_2565,99680
m_736,99680
m_1570,99680
m_2434,99680
m_4001,99680
m_3155,99680
m_238,99680
m_2825,99680
m_3096,99680
m_575,99680
m_1601,99680
m_341,99680
m_538,99680
m_2405,99680
m_1609,99680
m_3253,99680
m_3611,99680
m_55,99680
m_2163,99680
m_912,99680
m_2106,99680
m_1420,99680
m_2867,99680
m_3212,99680
m_3998,99680
m_1048,99680
m_2430,99680
m_2656,99680
m_1153,99680
m_4020,99680
m_3065,99680
m_3587,99680
m_4007,99680
m_601,99680
m_3844,99680
m_3823,99680
m_83,99680
m_2642,99680
m_421,99680
m_3789,99680
m_3937,99680
m_597,99680
m_180,99680
m_1259,99680
m_2995,99680
m_242,99680
m_5,99680
m_2921,99680
m_1538,99680
m_3116,99680
m_3343,99680
m_2438,99680
m_3466,99680
m_423,99680
m_1783,99680
m_3278,99680
m_2061,99680
m_3216,99680
m_2894,99680
m_1484,99680
m_1460,99680
m_3915,99680
m_2817,99680
m_1391,99680
m_1698,99680
m_3136,99680
m_1110,99680
m_847,99680
m_2108,99680
m_115,99680
m_1970,99680
m_728,99680
m_657,99680
m_1252,99680
m_2835,99680
m_2745,99680
m_2642,99680
m_3450,99680
m_2314,99680
m_1727,99680
m_3587,99680
m_4008,99680
m_3611,99680
m_1365,99680
m_492,99680
m_1906,99680
m_3324,99680
m_3726,99680
m_1579,99680
m_1425,99680
m_3016,99680
m_1312,99680
m_3428,99680
m_1582,99680
m_1391,99680
m_1152,99680
m_1768,99680
m_256,99680
m_853,99680
m_5,99680
m_1202,99680
m_4006,99680
m_16,99680
m_2042,99680
m_1411,99680
m_2495,99680
m_514,99680
m_2203,99680
m_1643,99680
m_1234,99680
m_2534,99680
m_1745,99680
m_3732,99680
m_1178,99680
m_3778,99680
m_816,99680
m_197,99680
m_1821,99680
m_3577,99680
m_1777,99680
m_2058,99680
m_1404,99680
m_3121,99680
m_3990,99680
m_3667,99680
m_34,99680
m_3813,99680
m_2363,99680
m_2382,99680
m_1606,99680
m_1436,99680
m_1152,99680
m_692,99680
m_1273,99680
m_383,99680
m_2390,99680
m_2705,99680
m_3466,99680
m_2464,99680
m_1985,99680
m_372,99680
m_2042,99680
m_1781,99680
m_424,99680
m_418,99680
m_1261,99680
m_1002,99680
m_1249,99680
m_1648,99680
m_2687,99680
m_806,99680
m_4020,99680
m_150,99680
m_290,99680
m_3819,99680
m_698,99680
m_944,99680
m_3500,99680
m_2948,99680
m_834,99680
m_1519,99680
m_2677,99680
m_2125,99680
m_2374,99680
m_1888,99680
m_2572,99680
m_601,99680
m_1307,99680
m_3581,99680
m_1115,99680
m_3087,99680
m_3494,99680
m_2190,99680
m_2276,99680
m_2370,99680
m_992,99680
m_3718,99680
m_2264,99680
m_3998,99680
m_3609,99680
m_2428,99680
m_2684,99680
m_3922,99680
m_481,99680
m_3383,99680
m_2556,99680
m_3581,99680
m_1375,99680
m_4012,99680
m_3343,99680
m_2999,99680
m_1653,99680
m_3864,99680
m_402,99680
m_3834,99680
m_2199,99680
m_1341,99680
m_2212,99680
m_1395,99680
m_736,99680
m_2544,99680
m_2706,99680
m_2462,99680
m_2339,99680
m_1719,99680
m_478,99680
m_2961,99680
m_1875,99680
m_272,99680
m_577,99680
m_509,99680
m_1705,99680
m_2405,99680
m_1242,99680
m_1207,99680
m_1201,99680
m_2293,99680
m_10,99680
m_2456,99680
m_2812,99680
m_2671,99680
m_880,99680
m_2456,99680
m_1420,99680
m_3950,99680
m_592,99680
m_979,99680
m_3110,99680
m_3440,99680
m_799,99680
m_3996,99680
m_1896,99680
m_914,99680
m_1420,99680
m_1800,99680
m_1869,99680
m_1704,99680
m_3081,99680
m_2518,99680
m_1019,99680
m_1396,99680
m_3387,99680
m_4024,99680
m_2106,99680
m_1344,99680
m_3875,99680
m_200,99680
m_72,99680
m_625,99680
m_1202,99680
m_2618,99680
m_806,99680
m_2753,99680
m_10,99680
m_1207,99680
m_804,99680
m_2633,99680
m_3751,99680
m_1341,99680
m_2892,99680
m_2937,99680
m_713,99680
m_1303,99680
m_392,99680
m_1605,99680
m_3059,99680
m_2392,99680
m_2670,99680
m_2218,99680
m_606,99680
m_3032,99680
m_3435,99680
m_1462,99680
m_2677,99680
m_2789,99680
m_3683,99680
m_847,99680
m_1051,99680
m_2145,99680
m_2775,99680
m_1772,99680
m_2118,99680
m_2638,99680
m_1870,99680
m_2363,99680
m_3144,99680
m_1346,99680
m_52,99680
m_2494,99680
m_2981,99680
m_3644,99680
m_1885,99680
m_2458,476887
m_1894,476887
m_635,476887
m_1172,476887
m_2194,213897
m_2824,213897
m_1455,346700
m_2627,346646
m_1455,346642
m_2110,527110
m_3831,677015
m_1145,677015
m_3950,677015
m_2129,677017
m_1080,677015
m_3201,677015
m_2255,677015
m_3756,677015
m_2824,677016
m_3763,677015
m_3392,677015
m_2391,677015
m_2772,677015
m_3979,677016
m_731,677015
m_219,677015
m_2601,677015
m_2679,677015
m_1940,677015
m_1711,677015
m_2665,677015
m_1287,677015
m_142,677015
m_3321,677015
m_2568,677015
m_2204,677015
m_968,677016
m_509,677015
m_1633,677015
m_3982,677015
m_3496,677015
m_1316,677015
m_3782,677015
m_1038,677015
m_1446,677015
m_1279,677016
m_908,677015
m_3433,677015
m_885,677015
m_1660,677016
m_1286,677015
m_862,677015
m_2581,677015
m_3755,677015
m_3108,677015
m_2702,677015
m_3489,677015
m_1854,677015
m_107,677015
m_3635,677015
m_2236,677015
m_603,677016
m_970,677016
m_23,677015
m_3270,677015
m_3011,677015
m_1424,677015
m_1022,677015
m_3791,677015
m_2045,677016
m_1756,677015
m_2206,677015
m_1994,677015
m_1723,677015
m_3318,677015
m_1651,677015
m_285,677015
m_1353,677015
m_2151,677015
m_2188,677015
m_894,677015
m_980,677015
m_1866,677015
m_2525,677015
m_1462,677015
m_3258,677016
m_2747,677015
m_2018,677015
m_1026,677015
m_763,677015
m_1265,677015
m_1511,677015
m_2424,677015
m_4027,677015
m_943,677016
m_1319,677015
m_2694,677016
m_3713,677015
m_1845,677015
m_1249,677015
m_3386,677015
m_1986,677015
m_1679,677015
m_604,677015
m_1961,677016
m_1094,677015
m_43,677015
m_751,677015
m_833,677015
m_2331,677016
m_85,677015
m_3954,677015
m_2064,677015
m_1944,677015
m_3820,677015
m_3141,677015
m_3844,677015
m_3059,677015
m_2979,677015
m_3754,677015
m_3994,677015
m_2531,677015
m_479,677016
m_1478,677015
m_2138,677015
m_438,677015
m_836,677017
m_1183,677015
m_2226,677015
m_398,677016
m_3764,677015
m_1804,677015
m_340,677015
m_1325,677015
m_2750,677015
m_3504,677015
m_3196,677015
m_708,677015
m_2921,677016
m_3056,677015
m_1947,677015
m_4033,677015
m_2082,677015
m_2931,677015
m_1117,677015
m_616,677016
m_3287,677015
m_1185,677015
m_1039,677015
m_2338,677015
m_2420,677015
m_2756,677015
m_1820,677015
m_200,677015
m_1811,677016
m_2390,677015
m_812,677015
m_1491,677015
m_690,677015
m_1855,677015
m_2524,677015
m_2143,677016
m_945,677015
m_3506,677015
m_3065,677015
m_3693,677016
m_2603,677016
m_734,677015
m_3558,677015
m_3220,677016
m_1005,677015
m_4004,677015
m_2554,677015
m_2834,677015
m_3077,677015
m_2513,677015
m_482,677015
m_3276,677015
m_3158,677015
m_2781,677015
m_3273,677015
m_3381,677015
m_3349,677015
m_3970,677015
m_2731,677016
m_253,677015
m_2982,677015
m_2067,677015
m_3433,677026
m_267,677015
m_566,677015
m_3120,677015
m_127,677015
m_2893,677015
m_1170,677015
m_2421,677015
m_3073,677015
m_458,677015
m_2661,677016
m_1708,677015
m_3152,677015
m_476,677015
m_3245,677016
m_2384,677015
m_974,677015
m_1445,677015
m_3918,677016
m_3503,677016
m_981,677015
m_1436,677015
m_1182,677016
m_1642,677015
m_333,677015
m_3067,677015
m_590,677015
m_1905,677015
m_1113,677015
m_3925,677015
m_1122,677015
m_445,677015
m_1309,677016
m_1002,677015
m_1065,677015
m_56,677015
m_2886,677015
m_2068,677015
m_2235,677015
m_1162,677015
m_3122,677016
m_1684,677015
m_1969,677015
m_3629,677015
m_2599,677015
m_1105,677015
m_1376,677015
m_2164,677015
m_384,677015
m_495,677015
m_2199,677015
m_2767,677015
m_1517,677015
m_20,677015
m_252,677015
m_138,677017
m_1444,677017
m_2806,677015
m_912,677015
m_472,677015
m_1258,677015
m_3991,677015
m_2592,677015
m_41,677015
m_1179,677015
m_2479,677017
m_2707,677015
m_578,677016
m_643,677015
m_345,677016
m_2847,677015
m_3471,677015
m_351,677015
m_3813,677015
m_1840,677016
m_2783,677015
m_3633,677015
m_3463,677015
m_726,677015
m_887,677015
m_789,677015
m_2453,677016
m_2552,677015
m_1337,677016
m_834,677015
m_2770,677015
m_1469,677015
m_2417,677015
m_3272,677015
m_394,677015
m_3889,677015
m_1317,677015
m_928,677015
m_1142,677015
m_3142,677015
m_1488,677015
m_3864,677015
m_2964,677015
m_2502,677015
m_513,677015
m_2361,677015
m_3326,677015
m_2242,677015
m_2017,677015
m_3143,677016
m_3202,677015
m_3568,677015
m_1700,677015
m_468,677015
m_3521,677016
m_2604,677015
m_2745,677015
m_2440,677015
m_2988,677015
m_3057,677015
m_1614,677015
m_2547,677016
m_269,677015
m_714,677015
m_498,677015
m_3879,677015
m_314,677017
m_3835,677016
m_1356,677015
m_487,677015
m_891,677015
m_1718,677015
m_238,677015
m_1350,677015
m_2187,677015
m_2464,677015
m_119,677015
m_2740,677015
m_2970,677015
m_114,677015
m_3500,677015
m_1001,677016
m_1112,677015
m_1763,677015
m_1169,677015
m_3913,677015
m_837,677016
m_3037,677015
m_2438,677015
m_212,677015
m_3023,677015
m_3787,677015
m_1810,677015
m_909,677015
m_2593,677015
m_2594,677015
m_1070,677015
m_3195,677015
m_3192,677015
m_62,677015
m_2359,677015
m_1050,677015
m_3706,677016
m_2642,677015
m_2354,677015
m_678,677015
m_506,677015
m_2815,677015
m_112,677015
m_3425,676919
m_2230,677016
m_1989,677015
m_3551,677015
m_1966,677015
m_2323,677015
m_3631,677015
m_3474,677017
m_3283,677015
m_2789,677015
m_1780,677015
m_3440,677016
m_931,677015
m_1021,677015
m_1244,677015
m_2873,677015
m_777,677015
m_2477,677016
m_3946,677015
m_635,677015
m_448,677015
m_1416,677016
m_369,677015
m_1729,677015
m_3735,677015
m_248,677015
m_2285,677015
m_411,677017
m_3971,677015
m_500,677016
m_3705,677015
m_457,677015
m_1152,677015
m_2136,677015
m_2437,677015
m_3213,677015
m_3459,677015
m_1042,677015
m_3771,677015
m_776,677015
m_1534,677015
m_653,677015
m_2660,677015
m_1997,677015
m_972,677016
m_729,677015
m_1556,677015
m_3163,677016
m_3211,677015
m_1284,677015
m_810,677015
m_2564,677015
m_2602,677015
m_3594,677015
m_1075,677015
m_1911,677015
m_2492,677015
m_1833,677015
m_3646,677015
m_1508,677015
m_1939,677015
m_2310,677016
m_1012,677015
m_628,677015
m_2337,677016
m_1543,677015
m_752,677015
m_1264,677015
m_2037,677015
m_1701,677016
m_1664,677015
m_423,677016
m_2216,677015
m_2372,677015
m_2627,677015
m_3773,677015
m_2901,677016
m_3805,677016
m_2091,677015
m_868,677015
m_3422,677015
m_2929,677015
m_2953,677015
m_1107,677016
m_3242,677015
m_2814,677015
m_2663,677015
m_2316,677015
m_14,677015
m_785,677015
m_2428,677015
m_2673,677015
m_1366,677015
m_1835,677015
m_3665,677015
m_1657,677015
m_3517,677015
m_3806,677015
m_1412,677015
m_382,677015
m_237,677016
m_80,677015
m_3061,677015
m_415,677015
m_1078,677015
m_2269,677015
m_1448,677015
m_3899,677016
m_3934,677015
m_548,677015
m_959,677015
m_2782,677015
m_3961,677015
m_279,677015
m_88,677016
m_1839,677015
m_2106,677015
m_1625,677015
m_2311,677016
m_38,677015
m_1397,677015
m_1831,677015
m_2015,677015
m_3794,677015
m_758,677015
m_449,677015
m_782,677015
m_2704,677015
m_1101,677015
m_2914,677015
m_2256,677015
m_2400,677015
m_2108,677015
m_64,677015
m_2500,677015
m_1542,677015
m_231,677015
m_1248,677015
m_1752,677015
m_1554,677016
m_2370,677015
m_172,677015
m_2116,677015
m_3811,677015
m_3131,677015
m_3915,677015
m_3621,677015
m_425,677016
m_3260,677015
m_3966,677015
m_1930,677015
m_2993,677015
m_988,677015
m_1490,677015
m_3181,677015
m_2281,677015
m_889,677015
m_2994,677015
m_31,677015
m_1910,677015
m_372,677015
m_3944,677015
m_1652,677015
m_676,677015
m_2171,677015
m_1644,677015
m_1190,677015
m_3156,677015
m_2635,677015
m_1217,677015
m_1904,677015
m_2282,677015
m_2768,677015
m_2999,677015
m_3020,677015
m_666,677016
m_150,677017
m_2529,677015
m_1328,677015
m_1523,677015
m_2528,677016
m_3244,677016
m_3074,677016
m_3659,677016
m_1014,677015
m_67,677016
m_1347,677016
m_3179,677015
m_1661,677015
m_1696,677015
m_647,677015
m_1240,677015
m_3999,677015
m_3182,677016
m_1735,677015
m_519,677015
m_2639,677015
m_570,677015
m_1206,677015
m_1655,677015
m_2165,677015
m_3335,677015
m_1584,677015
m_2605,677015
m_1697,677015
m_2097,677016
m_3867,677015
m_3541,677015
m_240,677015
m_1900,677016
m_555,677015
m_3550,677016
m_2941,677015
m_191,677015
m_3616,677015
m_1829,677015
m_1786,677015
m_3187,677015
m_3819,677015
m_3150,677015
m_133,677016
m_1135,677015
m_3002,677015
m_1421,677015
m_2088,677015
m_1178,677015
m_838,677015
m_2025,677015
m_2553,677015
m_1687,677015
m_503,677015
m_3148,677016
m_2163,677015
m_1147,677015
m_469,677015
m_3592,677015
m_687,677015
m_2461,677015
m_2006,677015
m_3677,677015
m_3236,677015
m_1935,677015
m_388,677015
m_2506,677015
m_3455,677015
m_739,677015
m_3582,677015
m_2576,677015
m_3403,677015
m_1025,677015
m_1645,677016
m_3401,677015
m_2722,677015
m_2590,677015
m_87,677015
m_2569,677015
m_2142,677015
m_3623,677015
m_2266,677015
m_1023,677017
m_2274,677015
m_1784,677015
m_1873,677015
m_1689,677015
m_2180,677015
m_3847,677015
m_3342,677015
m_3363,677015
m_155,677015
m_1318,677015
m_962,677015
m_3102,677015
m_1880,677015
m_1943,677016
m_3070,677015
m_1531,677015
m_3776,677015
m_788,677015
m_3931,677015
m_407,677016
m_2061,677015
m_1537,677015
m_2645,677015
m_202,677015
m_1877,677015
m_3963,677015
m_3248,677015
m_1714,677015
m_3097,677015
m_3556,677015
m_1091,677015
m_481,677015
m_203,677016
m_3340,677016
m_3385,677015
m_1260,677015
m_914,677015
m_1346,677015
m_2709,677015
m_1028,677015
m_416,677015
m_3824,677015
m_1037,677015
m_2488,677015
m_319,677015
m_2977,677015
m_659,677015
m_1066,677015
m_1089,677015
m_1444,677015
m_1704,677015
m_2803,677015
m_1188,677015
m_3671,184493
m_2841,526505
m_824,526508
m_1271,486455
m_2837,486433
m_672,486433
m_986,486433
m_59,486433
m_2406,486454
m_3357,486454
m_233,486433
m_2965,486454
m_1451,486454
m_3443,486454
m_907,486454
m_2146,486433
m_3984,486433
m_3553,486433
m_2306,486433
m_807,486454
m_940,486454
m_3535,486433
m_2457,486454
m_2865,486454
m_1776,486454
m_2703,486454
m_548,486433
m_966,486454
m_2492,486454
m_129,486454
m_1239,486433
m_2429,486433
m_3917,486454
m_3837,486454
m_1746,486433
m_3020,486454
m_3264,486461
m_823,486434
m_1204,486454
m_975,486454
m_2140,486454
m_2786,486454
m_530,486433
m_3701,486454
m_2592,486433
m_942,486454
m_2072,486454
m_2533,486454
m_3176,486434
m_2331,486433
m_902,486449
m_2268,486454
m_684,486454
m_1182,486454
m_3226,486433
m_1724,486434
m_2427,486454
m_398,486433
m_1263,486454
m_3573,486433
m_153,486454
m_2291,486433
m_891,486454
m_4027,486433
m_866,486454
m_1897,486454
m_2780,486454
m_2188,486433
m_3915,486433
m_792,486433
m_1545,486434
m_2832,486454
m_616,486433
m_327,486454
m_2771,486433
m_894,486454
m_1361,486454
m_1542,486454
m_3971,486433
m_2367,486433
m_2726,486433
m_27,486454
m_3970,486433
m_3027,486454
m_746,486433
m_2179,486433
m_2495,486454
m_3728,486433
m_569,486454
m_1504,486454
m_846,486433
m_1278,486454
m_925,486454
m_3017,486454
m_2133,486454
m_160,486454
m_1636,486434
m_2938,486433
m_1520,486433
m_3172,486433
m_3616,486454
m_1987,486433
m_2605,486454
m_406,486433
m_2513,486454
m_134,486454
m_2470,486454
m_3750,486433
m_1169,486454
m_961,486455
